splimage,splshape_text,splimprint,splcolor_text
90df411d-7f83-17ac-e053-2995a90aa1dd,OVAL,U;289,YELLOW
00555-0211-10_C32B61BB,OVAL,b;211;5,WHITE
675440534,CAPSULE,54;463,WHITE
00378-1110-01_15210A88,ROUND,MYLAN;G2,WHITE
HLM73530,ROUND,par;256;Minoxidil;2;1;2,WHITE
762820248,CAPSULE,IG;248,PINK
504580810,ROUND,10;XL,PINK
00603-6347-02_NLMIMAGE10_094304D8,OVAL,L237,ORANGE
762820327,ROUND,IG;W;1,PINK
422910616,ROUND,G;422,ORANGE
510790119,ROUND,M;D6,BLUE
510790767,OVAL,M;473,WHITE
00378-1134-01_NLMIMAGE10_DC3EEE57,ROUND,M;134,WHITE
433530742,ROUND,HP;3,PINK
68382-0137-10_2E089704,CAPSULE,Z18,WHITE
31722-0522-01_9E15CF0E,ROUND,H;41,ORANGE
00378-2180-01_8F23479A,OVAL,M;312,BLUE
00378-9290-91_240E9224,ROUND,G;SE;5,WHITE
49884-0066-01_9215C90E,ROUND,K;401,WHITE
00093-8117-56_NLMIMAGE10_79363C91,ROUND,8117;93,WHITE
51285006390part2of2,ROUND,P;92,WHITE
433530798,OVAL,IP;304,ORANGE
675440060,OVAL,PD;158;80,WHITE
50111043401,ROUND,PLIVA;434,WHITE
00006-0749-54_821DC16E,OVAL,MSD;749,RED
00143-1240-01_4F232789,ROUND,w;40,YELLOW
641250116,ROUND,EP;116,WHITE
7df2b79e-e940-1048-e053-2991aa0a108b,CAPSULE,R;530,RED
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
84ee5256-f860-254a-e053-2991aa0a8b92,OVAL,ZC;09,ORANGE
60793-0136-05_C31D61FB,OVAL,8667;S,PINK
675440431,ROUND,IG;201,WHITE
65862-0572-90_NLMIMAGE10_20431048,OVAL,I;67,GRAY;ORANGE
523430022,ROUND,A;01,PINK
00378-7732-93_850842D2,ROUND,M;732,WHITE
00093-1174-01_B52B5AFA,OVAL,9;3;1174,WHITE
604290323,OVAL,APO;A10,WHITE
883d1c11-aa54-57c7-e053-2995a90a6151,ROUND,A7,WHITE
790dd616-e000-53ca-e053-2a91aa0a46f3,OVAL,ZC38,WHITE
516724043,ROUND,T;46,ORANGE
16714-0693-01_NLMIMAGE10_B549DACE,CAPSULE,C;07,PINK
88cb62cb-d185-8799-e053-2a95a90a621f,ROUND,5;M,WHITE
422910608,OVAL,AN;441,BLUE
605053162,ROUND,APO;LS;100,WHITE
00049-3970-60_36159B4C,CAPSULE,Pfizer;397,BLUE
605055306,OVAL,Apotex;5306,WHITE
2bea272f-5511-5294-e054-00144ff8d46c,ROUND,FC,PINK;ORANGE;YELLOW
52544-0694-19_F215795B,CAPSULE,360;694,WHITE
422910607,OVAL,IP220;1000,WHITE
8486c1d9-06ac-4697-e053-2a91aa0a2c47,CAPSULE,TARO;NTP50,GREEN;WHITE
60505-2578-09_RXNAVIMAGE10_A93854C2,OVAL,APO;A10,WHITE
701d9d2b-03b1-2c75-e053-2991aa0a2ebf,ROUND,C;74,PINK
658620560,OVAL,I;52,YELLOW
604290046,ROUND,WW;64,RED
433530610,OVAL,M;B2,WHITE
433530842,ROUND,IP218;500,WHITE
8af7f349-e51a-e126-e053-2995a90a8b7f,ROUND,SAL;5,WHITE
604290713,OVAL,CTI;113,WHITE
597620157,OVAL,PD;157;40,WHITE
55111-0321-01_35079AAC,OVAL,RDY;321,GREEN
684620147,ROUND,6,WHITE
00093-5963-01_NLMIMAGE10_CD43E6FF,OVAL,TEVA;5963,WHITE
504580396,ROUND,JANSSEN;G;4,WHITE
433530648,ROUND,M;D11,BLUE
812c8595-ea0c-6ab4-e053-2a91aa0ab89b,CAPSULE,1189,GREEN
675440161,ROUND,GGL7,WHITE
433530735,ROUND,A;171,YELLOW
8770e2af-5f1d-2726-e053-2a95a90a96c3,ROUND,Par;021,WHITE
501110394,OVAL,b;1115,WHITE
272f18b6-1b10-5621-e054-00144ff8d46c,ROUND,AP;012,WHITE
576640503,ROUND,503,WHITE
672530201,OVAL,S21,WHITE
604290782,OVAL,GAB;600;APO,WHITE
637390374,CAPSULE,R665,WHITE;BROWN
00781-1966-01_B5265AE2,ROUND,GG201,WHITE
422910810,CAPSULE,APO;T2,BLUE;BLUE
8d6ddd91-038e-a23b-e053-2a95a90abc83,CAPSULE,TEVA;7166,WHITE;YELLOW
551110730,ROUND,AL3,WHITE
604290786,OVAL,2;1;2;WARFARIN;TARO,GREEN
65862-0143-01_1F240FD0,OVAL,E;02,WHITE
604290276,ROUND,WW;763,WHITE
422910625,CAPSULE,N;740;200,ORANGE
433530614,CAPSULE,10;A,WHITE
433530795,ROUND,832,WHITE
246580162,OVAL,AP207,WHITE
62756-0552-88_NLMIMAGE10_9D3C4EB2,OVAL,5,YELLOW
604290365,OVAL,OXC;300;APO,YELLOW
59762-1537-03_D20E6913,CAPSULE,E;8;5,WHITE
433530911,ROUND,54;231,ORANGE
2bfe798f-7e4c-62fa-e054-00144ff8d46c,ROUND,AP;051,PINK
7a2a8c6f-d770-378f-e053-2991aa0aeb15,ROUND,LUPIN;10,PINK
605050141,ROUND,APO;GLP;5,WHITE
68382-0040-01_7C0E3E01,ROUND,ZC;01,WHITE
604290762,ROUND,cor;158,WHITE
00093-5961-01_NLMIMAGE10_C743E39F,OVAL,TEVA;5961,WHITE
605052545,CAPSULE,APO;25,WHITE
101350516,ROUND,LCI;1340,WHITE
675440322,CAPSULE,E42,WHITE
00093-1135-56_NLMIMAGE10_6E383721,CAPSULE,TEVA;1135,GREEN;WHITE
605050232,OVAL,APO;T;5,WHITE
689684492,ROUND,LITHOBID;300,PINK
00591-0404-01_0D1286A4,ROUND,WATSON;404,ORANGE
516724017,CAPSULE,ETO;300;MG,PINK
433530290,ROUND,10;crestor,PINK
63304-0540-05_NLMIMAGE10_C739638B,ROUND,RG11,ORANGE
Caphalexin_500mg,CAPSULE,802,WHITE
25_mg_Chlorpromazine_Tablet,ROUND,B2,WHITE
16729-0147-17_NLMIMAGE10_D14768EB,ROUND,100;Q,YELLOW
686820993,CAPSULE,BVF;120,GREEN
50111064801,CAPSULE,PLIVA;648,WHITE
633040129,ROUND,RC26,YELLOW
637390376,CAPSULE,R667,ORANGE;BROWN
50111033401,OVAL,PLIVA;334,WHITE
115280020,OVAL,Plain;C020,PINK
100_mg_Lamotrigine_Tablet,ROUND,ZC;80,WHITE
00832-1080-00_C0266053,ROUND,832;BM05,WHITE
433530832,OVAL,E;04,WHITE
00172-4097-60,ROUND,4097;TV,WHITE
68462-0331-90_NLMIMAGE10_F43E7A43,OVAL,PX;1,WHITE
723bfc96-dd0f-e346-e053-2991aa0abbdb,ROUND,A;05,ORANGE
604290135,CAPSULE,IP190;500,WHITE
29300-0135-05_NLMIMAGE10_B048D836,OVAL,U;135,WHITE
619581004,OVAL,GSI1000,YELLOW
8cb31f8f-0057-be8e-e053-2995a90a60d7,ROUND,73;G,WHITE
51991-0735-20_NLMIMAGE10_544B2A39,TRIANGLE,1GN,WHITE
65580-0303-03_0A128554,ROUND,OS303,WHITE
433530913,ROUND,2325;V,WHITE
00430-0783-27_FC12FE77,CAPSULE,WC;800,BROWN
510790527,ROUND,MYLAN;232;80,WHITE
576640291,ROUND,291,WHITE
00131-2478-35_B41DDA5E,OVAL,SP;100,YELLOW
604290288,CAPSULE,CLOM75,WHITE
167140611,CAPSULE,A;1;6,GREEN
433530865,ROUND,E;152,WHITE
504580593,OVAL,R2;PATR,ORANGE
604290141,ROUND,832,WHITE
433530510,ROUND,539,YELLOW
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
675440012,ROUND,2410;V,WHITE
83fe21ae-7245-1db3-e053-2991aa0adaa1,ROUND,LU;F03,YELLOW
675440581,CAPSULE,TL383,GRAY
675440204,CAPSULE,7767;200,WHITE
162520599,OVAL,AN35,WHITE
60429-202_M_LH2,ROUND,LH2;M,YELLOW
00781-1718-01_7D04BEF5,ROUND,GG437;100,ORANGE
604290309,OVAL,Apotex;5306,WHITE
764f87fa-ddec-0e97-e053-2991aa0ab4ea,CAPSULE,2666;2666,YELLOW;BROWN
604290055,OVAL,AP207,WHITE
00591-0607-01_CC0E6613,ROUND,WATSON;607,BLUE
874d5a98-00b0-052a-e053-2995a90a3a75,OVAL,Andrx;710,WHITE
422910716,OVAL,660,RED
422910163,ROUND,54;A,WHITE
00378-0152-01_3D231E88,ROUND,MYLAN;152,WHITE
681800514,ROUND,LUPIN;10,PINK
10370-0534-01_NLMIMAGE10_4F49A79D,OVAL,A534;2;mg,WHITE
422910620,CAPSULE,RX696,GRAY
8efd638d-0fc6-1678-e053-2a95a90aafd2,CAPSULE,par;209,WHITE
675440511,OVAL,753,BLUE
605052520,OVAL,APO;CI;40,WHITE
687740600,ROUND,V;4,GREEN
433530061,OVAL,WATSON;780,BLUE
73a1562f-6f29-c158-e053-2a91aa0abc31,ROUND,K;200,WHITE
675440474,ROUND,2065;V;4,WHITE
66993-0165-02_NLMIMAGE10_8E404752,OVAL,AR;374,PURPLE
604290185,ROUND,T;10,PINK
687520025,CAPSULE,TCL;1221,PINK;WHITE
655970110,ROUND,C73,WHITE
604290153,ROUND,R;539,YELLOW
421920365,ROUND,Syntho;112,WHITE
PILLIMAGE750MG,OVAL,93;16,BROWN
00781-5231-92_NLMIMAGE10_EF4977FB,ROUND,HLP;10,BROWN
00378-3547-52_NLMIMAGE10_8046C026,ROUND,M;547,WHITE
00884-0773-04_A715D3BE,OVAL,GRIS;PEG;250,WHITE
604290074,ROUND,T;20,ORANGE
510790145,ROUND,M;443,WHITE
23155-0070-01_NLMIMAGE10_6940B4B5,ROUND,HP;70,WHITE
50111-0433-01_SPLIMAGE30_21301080,ROUND,PLIVA;433,WHITE
ZYD07960,ROUND,NP;14,GRAY
00781-1182-01_A708D396,ROUND,SZ466,WHITE
684620198,OVAL,G5;80,YELLOW
65862-0188-30_RXNAVIMAGE10_514EA8A5,OVAL,F;92,YELLOW
510790467,ROUND,M;F12,YELLOW
422910168,ROUND,93;220,WHITE
ASC02190,CAPSULE,219,GREEN
246580140,ROUND,206;IG,YELLOW
433530857,OVAL,C;20,YELLOW
00093-3002-56_0D2986FC,CAPSULE,93;3002;93;3002,WHITE
604290554,CAPSULE,S251;S,GREEN
00406-1170-03_RXNAVIMAGE10_AF08D7E6,OVAL,5;0;1170,YELLOW
420230126,CAPSULE,Dantrium;100mg;0149;0033,ORANGE;BROWN
00093-0733-01_672B3399,ROUND,93;733,PINK
633040904,CAPSULE,RX904,BLUE
604290312,OVAL,TARO;89,BLUE
675440373,CAPSULE,GG532,WHITE
604290621,ROUND,APO;OLA;5,WHITE
497020211,CAPSULE,Wellcome;Y9C;100,WHITE
00093-2057-55_NLMIMAGE10_E635F31F,ROUND,B;30,YELLOW
00085-1733-03_SPLIMAGE30_2619935C,OVAL,BAYER;M400,RED
50111033301,ROUND,PLIVA;333,WHITE
00781-1391-01_6C07B60D,ROUND,GG;105,WHITE
449461010,ROUND,SCI;4,WHITE
216950562,ROUND,T57,WHITE
422910366,ROUND,J;245,WHITE
433530840,CAPSULE,Pfizer;PGN;300,ORANGE;WHITE
656490103,CAPSULE,G;M,BLUE
422910715,OVAL,640,WHITE
609510658,CAPSULE,E658;100,BLUE
422910651,ROUND,93;983,BROWN
23155-0105-01_F107788B,ROUND,H;105,WHITE
604290207,ROUND,M;L23,ORANGE
49884-0277-11_NLMIMAGE10_C53BE2EF,CAPSULE,277;par,WHITE;ORANGE
433530848,RECTANGLE,A;008;10,PINK
633040652,CAPSULE,RX652,WHITE
00378-0183-01_95204A82,ROUND,MYLAN;183;20,BLUE
875c6a80-3e65-5367-e053-2995a90a8668,OVAL,ZC;07,GREEN
433530633,CAPSULE,R25,ORANGE
510790454,ROUND,7153;TV,PINK
00093-2075-01_C326E187,CAPSULE,TEVA;8815,RED
502680403,CAPSULE,IP;109,WHITE
764390201,ROUND,V201,PINK
812c8595-ea0d-6ab4-e053-2a91aa0ab89b,CAPSULE,1190,BLUE
00591-3777-19_BA1B5D0A,OVAL,PD;158;80,WHITE
7d4c0cb0-8d67-72b1-e053-2a91aa0a6bba,ROUND,ZC;75,WHITE
100_mg_Venlafaxine_Tablet,ROUND,ZC;68,ORANGE
00781-5234-92_NLMIMAGE10_8845C42E,ROUND,HLP;40,BROWN
68462-0127-05_2B0795CC,OVAL,G;13,WHITE
23155-0117-01_NLMIMAGE10_2C461610,CAPSULE,U786,PINK
604290102,ROUND,WW;772,GREEN
500_mg_Ciprofloxacin_Tablet,CAPSULE,P;500,WHITE
68462-0188-01_BF08DF96,ROUND,G;32;250,ORANGE
604290366,OVAL,OXC;600;APO,YELLOW
604290343,ROUND,EP121,WHITE
50419-0405-01_SPLIMAGE30_C11960EB,ROUND,DP,WHITE
00603-5335-21_0C0E0610,ROUND,5084;V,WHITE
50111033401,OVAL,PLIVA;334,WHITE
605052530,CAPSULE,APO;ZIP;60,WHITE;WHITE
558060020,ROUND,EFF;20,WHITE
243380114,OVAL,EK,WHITE
433530635,CAPSULE,V;3566,BLUE
84aff319-262b-912c-e053-2a91aa0a18f2,ROUND,ZC18,WHITE
7d639acf-bb60-b033-e053-2a91aa0af38e,ROUND,SL;83,WHITE
00173-0712-02_splimage30_32191978,OVAL,GX;CE2,YELLOW
510790810,ROUND,MYLAN;G1,WHITE
2c7725fe-0f1a-4993-e054-00144ff8d46c,ROUND,AP;121,YELLOW
422910161,ROUND,52;A,WHITE
502680114,ROUND,AN;573,YELLOW
422910667,ROUND,TEVA;7201,YELLOW
510790745,ROUND,M;23,WHITE
433530289,ROUND,20;crestor,PINK
8cc72444-b4fa-6bf9-e053-2995a90acb3b,ROUND,G3511,WHITE
50111043301,ROUND,PLIVA;433,WHITE
7b91949b-f7ab-4a44-e053-2991aa0ab2c1,CAPSULE,ZA;44;2;5mg,WHITE;ORANGE
43547-0250-10_D708EBC7,OVAL,I47,WHITE
433530583,ROUND,831,WHITE
00603-5338-32_RXNAVIMAGE10_6912B495,ROUND,50;93;V,WHITE
82537fd4-c86b-bb38-e053-2a91aa0a30ac,CAPSULE,KU;119;,WHITE
8cb2c999-d514-3883-e053-2a95a90a3c9f,OVAL,711,RED
00069-4210-30_641DB26D,DIAMOND,VGR50;Pfizer,BLUE
00172-4097-60,ROUND,4097;TV,WHITE
636293314,CAPSULE,W;EffexorXR;150,ORANGE
422910750,ROUND,E10,YELLOW
7a2a3a50-3ec8-3844-e053-2991aa0a9248,ROUND,LUPIN;2;5,WHITE
433530800,ROUND,WW;64,RED
604290362,ROUND,APO;CIL;50,WHITE
605050205,OVAL,APO;10;12;5,PINK
8400a69a-fd3d-214b-e053-2991aa0a0f37,CAPSULE,APO;ZIP;40,PURPLE;PURPLE
605053438,ROUND,A;3438,WHITE
510790582,ROUND,b;485,GREEN
597620073,ROUND,CORTEF;5,WHITE
50111064801,CAPSULE,PLIVA;648,WHITE
00591-3137-60_E30E71E3,CAPSULE,WPI;3137,WHITE
8cb45a65-a453-7c08-e053-2a95a90ace77,SQUARE,R;725,BROWN
83e59e10-986e-e5c2-e053-2a91aa0af25e,CAPSULE,AR;102,WHITE
00093-0149-01,OVAL,TEVA;149,RED
50111033401,OVAL,PLIVA;334,WHITE
422910624,CAPSULE,N;739;150,ORANGE;BROWN
433530178,CAPSULE,f;617;1;mg,WHITE
60505-0094-00_RXNAVIMAGE10_2F0597EC,CAPSULE,APO;094,WHITE
50111064801,CAPSULE,PLIVA;648,WHITE
68382-0099-06_D6086B23,ROUND,ZC17,WHITE
658620598,CAPSULE,D;53,GREEN;ORANGE
00555904958part1of2,ROUND,dp;543,WHITE
50111064801,CAPSULE,PLIVA;648,WHITE
55111-0125-06_NLMIMAGE10_1F3B8FDC,OVAL,R;125,WHITE
605052586,CAPSULE,APO;RI;1,WHITE
604290087,OVAL,S;G;1;28,WHITE
433530779,ROUND,4211;V,WHITE
675440252,OVAL,APO;033,WHITE
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
KVK00090,ROUND,K;9,BLUE
362,CAPSULE,144,BLUE
65597-0101-30_35131A98,ROUND,Sankyo;C12,YELLOW
604290248,ROUND,CTI;141,WHITE
49884-0290-01_5508AAB5,ROUND,Par;290,WHITE
50111046901,ROUND,PLIVA;469,GREEN
65862-0619-90_NLMIMAGE10_964B4B0A,ROUND,D;16,BROWN
646790946,CAPSULE,W946,WHITE;GRAY
50_mg_Chlorpromazine_Tablet,ROUND,B3,WHITE
32a80133-8c7c-57f8-e054-00144ff88e88,OVAL,AP;117,WHITE
50111064701,CAPSULE,PLIVA;647;PLIVA;647,WHITE
675440911,ROUND,M;32,PINK
50111078855,OVAL,PLIVA;788,BLUE
51672-4124-01_33041990,ROUND,T26,WHITE
433530814,ROUND,54;527,WHITE
82cf623f-a8d0-f8f6-e053-2a91aa0afe40,OVAL,I;29,PINK
AMN05540,ROUND,AN;54,RED
23155-0112-10_B40E5A12,ROUND,P;40,GREEN
88f3ffb3-d3ec-0d7d-e053-2a95a90a80c2,ROUND,747;C,PINK
120_mg_Tablet,OVAL,292,BROWN
246580242,ROUND,WW267,PINK
604290173,OVAL,E19,WHITE
891539e6-1056-6ae7-e053-2995a90a41d9,RECTANGLE,G5;40,GREEN
604290353,DIAMOND,APO;LMV;150,WHITE
7a26f69f-fa5e-9fb0-e053-2a91aa0a3fc8,CAPSULE,R;067,PINK
548681890,ROUND,40;crestor,PINK
100_mg_Sertraline_Tablet,OVAL,214;I;G,YELLOW
8d696b8c-eb9b-505e-e053-2995a90acb5d,ROUND,G;2011,WHITE
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
00093-0220-56_37299BCC,ROUND,93;220,WHITE
433530264,CAPSULE,Pfizer;PGN;75,WHITE;ORANGE
433530050,OVAL,5;WARFARIN;TARO,ORANGE
422910280,OVAL,93;7355,BLUE
200_mg_Carbamazepine_Tablet,CAPSULE,268,PINK
29300-0125-10_5808AC65,OVAL,U;L;15,YELLOW
433530785,ROUND,APO;QUE;100,YELLOW
50111033401,OVAL,PLIVA;334,WHITE
433530199,CAPSULE,WATSON;800;25;mg,GREEN
00093-7474-89_NLMIMAGE10_6E3CB725,OVAL,191;77,ORANGE
433530895,OVAL,GLYBUR,WHITE
604290174,OVAL,E20,WHITE
675440888,ROUND,SYNTHROID;125,BROWN
510790685,ROUND,M;757,WHITE
510790958,ROUND,M;D10,PINK
00054-4728-25_8723C3EE,ROUND,54;612,WHITE
433530861,ROUND,A;02,PINK
605052663,ROUND,LAM;25;APO,WHITE
510790083,OVAL,b;071;300,WHITE
78e62b52-5423-c2dd-e053-2991aa0a4c5a,ROUND,LUPIN;10,PINK
65197-0002-01_3315999C,CAPSULE,DYRENIUM;50;mg;DYRENIUM;WPC;002,RED
2b833487-5177-3244-e054-00144ff8d46c,ROUND,AS,YELLOW;ORANGE;PINK
422910175,ROUND,AN;415,ORANGE
675440154,ROUND,KC;8,BLUE
516724028,OVAL,2;WARFARIN;TARO,PURPLE
578940150,OVAL,AA250,WHITE
55111-0169-01_NLMIMAGE10_D241694B,ROUND,R;2,WHITE
675440085,ROUND,2102;V,YELLOW
76522585-bf72-4964-e053-2991aa0af7a8,ROUND,P;75,BROWN
648960672,ROUND,ZOMIG;5,PINK
621750128,CAPSULE,KU;128;,WHITE
8c2c299e-a709-0ea3-e053-2a95a90a38ae,ROUND,ZC;26,YELLOW
510790566,ROUND,M;58;25,ORANGE
60505-2579-09_RXNAVIMAGE10_A538D296,OVAL,APO;ATV20,WHITE
675440306,ROUND,E;47,WHITE
162520527,CAPSULE,PV20,WHITE
498840514,ROUND,LANOXIN;Y3B,YELLOW
7e013688-39e7-1676-e053-2a91aa0a64a4,OVAL,WATSON;853,WHITE
504580591,OVAL,Ris;0;5;PATR,BROWN
00093-5861-01_NLMIMAGE10_0C420630,OVAL,93;O1,BLUE
645430111,ROUND,SL;125,GREEN
68382-0096-05_NLMIMAGE10_F8407C03,OVAL,ZC38,WHITE
422910322,CAPSULE,WATSON;800;25;mg,GREEN
537460254,CAPSULE,IP;254,YELLOW
00172-6359-60_CB2D658B,OVAL,O;M;650,YELLOW
00603-5339-32_RXNAVIMAGE10_6612B345,ROUND,50;92;V,ORANGE
65862-0607-90_NLMIMAGE10_FD497EBB,OVAL,Y;44,WHITE
762820422,ROUND,IG;422,YELLOW
50111043301,ROUND,PLIVA;433,WHITE
422910281,ROUND,CTI;121,WHITE
78d2ec83-c576-1eb1-e053-2a91aa0aa179,ROUND,I;98,WHITE
525440957,ROUND,FIORICET,BLUE
50419-0105-10_SPLIMAGE30_16190B68,OVAL,Betapace;80;mg,BLUE
680840180,OVAL,212;IG,GREEN
68382-0197-16_F60DFB6F,ROUND,P2,BLUE
422910526,ROUND,C81,YELLOW
433530049,OVAL,4;WARFARIN;TARO,BLUE
576640500,OVAL,500,BROWN
83fea72a-943c-09cf-e053-2a91aa0a0548,CAPSULE,RX696,GRAY
59762-8399-01_E2127113,CAPSULE,F;82,BLUE
00093-7540-06_6D2936E9,OVAL,93;7540,YELLOW
DRR05250,CAPSULE,0;5MG;RDY;525,YELLOW
7c74ee11-5813-39cd-e053-2a91aa0a5d6c,CAPSULE,Z;2,WHITE
18a79505-b506-62c0-e054-00144ff88e88,ROUND,21G,PINK
433530783,ROUND,2683;V,YELLOW
25_mg_Topiramate_Tablet,ROUND,ZD;16,WHITE
50111078855,OVAL,PLIVA;788,BLUE
500_mg_Divalproex_Sodium_Tablet,CAPSULE,ZA48,WHITE
604290020,ROUND,T;57,WHITE
50111046801,ROUND,PLIVA;468,BLUE
646790924,ROUND,W;924,WHITE
512850061,FREEFORM,b;61,WHITE
00093-5454-62_NLMIMAGE10_B9395CCA,ROUND,b;53,WHITE
00093-7433-98_NLMIMAGE10_E643737B,OVAL,7433;TEVA,ORANGE
633040589,OVAL,AAT;054,WHITE
00093-7677-86_NLMIMAGE10_5643AB5D,OVAL,TV;7677,WHITE
00093-7115-98_SPLIMAGE30_732BB9AD,ROUND,9;3;7115,PINK
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
CCA05370,OVAL,537,YELLOW
31df9d2e-4549-2df2-e054-00144ff88e88,ROUND,AP;016,YELLOW
88f3d13d-8228-7c14-e053-2995a90ab81b,ROUND,745;C,YELLOW
675440273,ROUND,M;D12,PURPLE
50111043401,ROUND,PLIVA;434,WHITE
8b4cc008-292c-6d45-e053-2995a90ab899,OVAL,G;351,YELLOW
KVK00560,ROUND,K;56,PINK
86480182-225e-4787-e053-2991aa0a2a91,ROUND,E;10,WHITE
675440290,OVAL,GG258,BLUE
50111044101,TRAPEZOID,PLIVA;441;50;50;50,WHITE
32a80133-8c7c-57f8-e054-00144ff88e88,OVAL,AP;117,WHITE
8770fcaa-1f4b-0955-e053-2995a90aa8ed,ROUND,Par;022,GREEN
433530782,ROUND,ELN;60,BROWN
604290739,CAPSULE,IG322;300mg,YELLOW
00603-5803-25_550EAA85,OVAL,5905;V,YELLOW
675440002,ROUND,3;M,WHITE
422910654,CAPSULE,TEVA;5505,WHITE
675440629,OVAL,GG257,ORANGE
422910833,ROUND,PLIVA;433,WHITE
433530797,OVAL,KC;M10,WHITE
604290623,ROUND,APO;OLA;10,WHITE
433530544,ROUND,M;N4,BLUE
433530721,OVAL,M366,WHITE
633040774,ROUND,RX;774,WHITE
604290372,ROUND,APO;QUE;50,WHITE
644550772,ROUND,MARION;1772,YELLOW
50111043401,ROUND,PLIVA;434,WHITE
50_mg_Nitrofurantoin_Capsule,CAPSULE,232,BROWN
2ab8564f-f95f-7512-e054-00144ff88e88,ROUND,AP;110,ORANGE
597621808,CAPSULE,C;55,YELLOW
604290297,OVAL,NS;1,WHITE
675440456,CAPSULE,IP189;375,WHITE
50111033401,OVAL,PLIVA;334,WHITE
250_mg_Abiraterone_Acetate_Tablet,OVAL,AN65,WHITE
683820117,ROUND,ZC;78,GREEN
25_mg_Venlafaxine_Tablet,ROUND,ZC;64,ORANGE
0.25_mg_Alprazolam_Tablet,OVAL,B704,WHITE
604290278,ROUND,WATSON;606,WHITE
422910531,OVAL,IP;193,BLUE
KVK00180,ROUND,K;18,WHITE
604290953,OVAL,1;mg;ML;P16,WHITE
647200139,OVAL,cor;139,ORANGE
604290027,ROUND,M;A2,WHITE
604290121,CAPSULE,ZA;35;37;5;mg,GRAY;WHITE
433530732,ROUND,EP;131,ORANGE
510790699,ROUND,LH3;M,GREEN
647200159,ROUND,cor;159,WHITE
8d81521d-9e6c-1acf-e053-2995a90a9242,ROUND,211,WHITE
458020770,ROUND,IG;203,PINK
5f0d2dd9-e97e-531e-e053-2991aa0a11b8,OVAL,SCU1,RED
433530872,CAPSULE,1;2,WHITE
604290086,OVAL,S;G;1;27,WHITE
100_mg_Doxycycline_Hyclate_Capsule,CAPSULE,Westward;3142,BLUE
510790431,ROUND,MYLAN;334,GREEN
604290155,CAPSULE,Westward;3126,BLUE
76520727-2175-c982-e053-2991aa0ad090,ROUND,N;9,WHITE
433530506,ROUND,IP188;250,WHITE
604290792,OVAL,10;WARFARIN;TARO,WHITE
HLM73420,ROUND,par;257;Minoxidil;10,WHITE
83a0206a-9511-1824-e053-2a91aa0a0a05,ROUND,Y101,WHITE
510790024,ROUND,M;173,ORANGE
433530824,ROUND,IG;210,YELLOW
00093-3109-53_Amoxicillin_500mg_Caps,CAPSULE,TEVA;3109,BROWN
675440510,CAPSULE,KU;118,WHITE;YELLOW
422910895,OVAL,IP;304,ORANGE
537460193,OVAL,IP;193,BLUE
89153253-1fda-50ef-e053-2995a90a6e03,OVAL,G5;80,YELLOW
af5e42f7-d165-0af1-e053-2995a90ac09b,ROUND,141,BLUE
68180-0481-01_FA217D1B,CAPSULE,LL;C05,RED
82bb9fb0-3393-0c55-e053-2a91aa0afa79,ROUND,R;539,YELLOW
422910276,ROUND,8118;93,WHITE
00555906458part1of2,ROUND,b;14,YELLOW
50111033301,ROUND,PLIVA;333,WHITE
604290524,ROUND,R;33,PINK
422910626,CAPSULE,N;741;250,ORANGE;GREEN
510790936,CAPSULE,MYLAN;2260,YELLOW;PURPLE
604290510,OVAL,M358,WHITE
00093-2274-34,OVAL,93;2274,WHITE
433530809,OVAL,I;G;214,YELLOW
675440747,ROUND,West;ward;290,WHITE
422910343,OVAL,TEVA;7239,PINK
675440394,ROUND,2355;V,WHITE
504580601,ROUND,P0;5,ORANGE
7.5_mg-200_mg_Hydrocodone-IBU_Tablet,ROUND,IP;145,WHITE
433530863,CAPSULE,D;03,YELLOW
00078-0176-15_B80EDC36,CAPSULE,20;LESCOL,BROWN
510790736,ROUND,MYLAN;327,ORANGE
604290620,ROUND,APO;OLA;2;5,WHITE
422910655,CAPSULE,TEVA;5506,YELLOW
637390668,ROUND,RC26,YELLOW
6cf666c0-b97b-e03a-e053-2991aa0a3722,OVAL,17,WHITE
604290542,CAPSULE,West;ward;Flurazepam;15,BLUE
160_mg_Valsartan_Tablet,OVAL,I;67,GRAY;ORANGE
433530943,ROUND,C;74,PINK
50111-0441-01_SPLIMAGE30_E02F706B,TRAPEZOID,PLIVA;441;50;50;50,WHITE
Ibuprofen_Major__800mg,OVAL,IP;466,WHITE
60505-0065-00_SPLIMAGE30_412920F9,CAPSULE,APO;020,PINK;BROWN
604290290,ROUND,E58,WHITE
510790086,ROUND,M;515,BROWN
422910368,ROUND,J;247,WHITE
422910367,ROUND,J;246,WHITE
88caafaa-8e67-5d40-e053-2a95a90a1e62,ROUND,54;107,BROWN
100_mg_Carbamazepine_Chewable_Tablet,ROUND,271,PINK
604290625,OVAL,APO;OLA;20,PINK
604290032,ROUND,APO;200,WHITE
